PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,alone,deck,has_deck,Surname,Title,n_fam,FamilyID,Family_Survival_Rate
688,No,Third,"Dakic, Mr. Branko",male,Young Adults (19-30),0,0,349228,10.1708,UNK,S,True,UNK,0,Dakic,Mr,0,-1,-1
689,No,Third,"Fischer, Mr. Eberhard Thelander",male,Teens (13-18),0,0,350036,7.7958,UNK,S,True,UNK,0,Fischer,Mr,0,-1,-1
690,Yes,First,"Madill, Miss. Georgette Alexandra",female,Teens (13-18),0,1,24160,211.3375,B5,S,False,B,1,Madill,Miss,1,-1,-1
691,Yes,First,"Dick, Mr. Albert Adrian",male,Adults (31-45),1,0,17474,57.0,B20,S,False,B,1,Dick,Mr,1,12,1
692,Yes,Third,"Karun, Miss. Manca",female,Infants (0-12),0,1,349256,13.4167,UNK,C,False,UNK,0,Karun,Miss,1,-1,-1
693,Yes,Third,"Lam, Mr. Ali",male,Young Adults (19-30),0,0,1601,56.4958,UNK,S,True,UNK,0,Lam,Mr,0,-1,-1
694,No,Third,"Saad, Mr. Khalil",male,Young Adults (19-30),0,0,2672,7.225,UNK,C,True,UNK,0,Saad,Mr,0,-1,-1
695,No,First,"Weir, Col. John",male,Middle Age (46-60),0,0,113800,26.55,UNK,S,True,UNK,0,Weir,Col,0,-1,-1
696,No,Second,"Chapman, Mr. Charles Henry",male,Middle Age (46-60),0,0,248731,13.5,UNK,S,True,UNK,0,Chapman,Mr,0,-1,-1
697,No,Third,"Kelly, Mr. James",male,Adults (31-45),0,0,363592,8.05,UNK,S,True,UNK,0,Kelly,Mr,0,-1,-1
698,Yes,Third,"Mullens, Miss. Katherine ""Katie""",female,Young Adults (19-30),0,0,35852,7.7333,UNK,Q,True,UNK,0,Mullens,Miss,0,-1,-1
699,No,First,"Thayer, Mr. John Borland",male,Middle Age (46-60),1,1,17421,110.8833,C68,C,False,C,1,Thayer,Mr,2,47,0
700,No,Third,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,Adults (31-45),0,0,348121,7.65,F G63,S,True,F,1,Humblen,Mr,0,-1,-1
701,Yes,First,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,Teens (13-18),1,0,PC 17757,227.525,C62 C64,C,False,C,1,Astor,Mrs,1,-1,-1
702,Yes,First,"Silverthorne, Mr. Spencer Victor",male,Adults (31-45),0,0,PC 17475,26.2875,E24,S,True,E,1,Silverthorne,Mr,0,-1,-1
703,No,Third,"Barbara, Miss. Saiide",female,Teens (13-18),0,1,2691,14.4542,UNK,C,False,UNK,0,Barbara,Miss,1,4,0
704,No,Third,"Gallagher, Mr. Martin",male,Young Adults (19-30),0,0,36864,7.7417,UNK,Q,True,UNK,0,Gallagher,Mr,0,-1,-1
705,No,Third,"Hansen, Mr. Henrik Juul",male,Young Adults (19-30),1,0,350025,7.8542,UNK,S,False,UNK,0,Hansen,Mr,1,-1,-1
706,No,Second,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,Adults (31-45),0,0,250655,26.0,UNK,S,True,UNK,0,Morley,Mr,0,-1,-1
707,Yes,Second,"Kelly, Mrs. Florence ""Fannie""",female,Adults (31-45),0,0,223596,13.5,UNK,S,True,UNK,0,Kelly,Mrs,0,-1,-1
708,Yes,First,"Calderhead, Mr. Edward Pennington",male,Adults (31-45),0,0,PC 17476,26.2875,E24,S,True,E,1,Calderhead,Mr,0,-1,-1
709,Yes,First,"Cleaver, Miss. Alice",female,Young Adults (19-30),0,0,113781,151.55,UNK,S,True,UNK,0,Cleaver,Miss,0,-1,-1
710,Yes,Third,"Moubarek, Master. Halim Gonios (""William George"")",male,Young Adults (19-30),1,1,2661,15.2458,UNK,C,False,UNK,0,Moubarek,Master,2,-1,-1
711,Yes,First,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,Young Adults (19-30),0,0,PC 17482,49.5042,C90,C,True,C,1,Mayne,Mlle,0,-1,-1
712,No,First,"Klaber, Mr. Herman",male,Adults (31-45),0,0,113028,26.55,C124,S,True,C,1,Klaber,Mr,0,-1,-1
713,Yes,First,"Taylor, Mr. Elmer Zebley",male,Middle Age (46-60),1,0,19996,52.0,C126,S,False,C,1,Taylor,Mr,1,46,1
714,No,Third,"Larsson, Mr. August Viktor",male,Young Adults (19-30),0,0,7545,9.4833,UNK,S,True,UNK,0,Larsson,Mr,0,-1,-1
715,No,Second,"Greenberg, Mr. Samuel",male,Middle Age (46-60),0,0,250647,13.0,UNK,S,True,UNK,0,Greenberg,Mr,0,-1,-1
716,No,Third,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,Young Adults (19-30),0,0,348124,7.65,F G73,S,True,F,1,Soholt,Mr,0,-1,-1
717,Yes,First,"Endres, Miss. Caroline Louise",female,Adults (31-45),0,0,PC 17757,227.525,C45,C,True,C,1,Endres,Miss,0,-1,-1
718,Yes,Second,"Troutt, Miss. Edwina Celia ""Winnie""",female,Young Adults (19-30),0,0,34218,10.5,E101,S,True,E,1,Troutt,Miss,0,-1,-1
719,No,Third,"McEvoy, Mr. Michael",male,Young Adults (19-30),0,0,36568,15.5,UNK,Q,True,UNK,0,McEvoy,Mr,0,-1,-1
720,No,Third,"Johnson, Mr. Malkolm Joackim",male,Adults (31-45),0,0,347062,7.775,UNK,S,True,UNK,0,Johnson,Mr,0,-1,-1
721,Yes,Second,"Harper, Miss. Annie Jessie ""Nina""",female,Infants (0-12),0,1,248727,33.0,UNK,S,False,UNK,0,Harper,Miss,1,19,0
722,No,Third,"Jensen, Mr. Svend Lauritz",male,Teens (13-18),1,0,350048,7.0542,UNK,S,False,UNK,0,Jensen,Mr,1,-1,-1
723,No,Second,"Gillespie, Mr. William Henry",male,Adults (31-45),0,0,12233,13.0,UNK,S,True,UNK,0,Gillespie,Mr,0,-1,-1
724,No,Second,"Hodges, Mr. Henry Price",male,Middle Age (46-60),0,0,250643,13.0,UNK,S,True,UNK,0,Hodges,Mr,0,-1,-1
725,Yes,First,"Chambers, Mr. Norman Campbell",male,Young Adults (19-30),1,0,113806,53.1,E8,S,False,E,1,Chambers,Mr,1,10,1
726,No,Third,"Oreskovic, Mr. Luka",male,Young Adults (19-30),0,0,315094,8.6625,UNK,S,True,UNK,0,Oreskovic,Mr,0,-1,-1
727,Yes,Second,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,Young Adults (19-30),3,0,31027,21.0,UNK,S,False,UNK,0,Renouf,Mrs,3,-1,-1
728,Yes,Third,"Mannion, Miss. Margareth",female,Young Adults (19-30),0,0,36866,7.7375,UNK,Q,True,UNK,0,Mannion,Miss,0,-1,-1
729,No,Second,"Bryhl, Mr. Kurt Arnold Gottfrid",male,Young Adults (19-30),1,0,236853,26.0,UNK,S,False,UNK,0,Bryhl,Mr,1,-1,-1
730,No,Third,"Ilmakangas, Miss. Pieta Sofia",female,Young Adults (19-30),1,0,STON/O2. 3101271,7.925,UNK,S,False,UNK,0,Ilmakangas,Miss,1,-1,-1
731,Yes,First,"Allen, Miss. Elisabeth Walton",female,Young Adults (19-30),0,0,24160,211.3375,B5,S,True,B,1,Allen,Miss,0,-1,-1
732,No,Third,"Hassan, Mr. Houssein G N",male,Infants (0-12),0,0,2699,18.7875,UNK,C,True,UNK,0,Hassan,Mr,0,-1,-1
733,No,Second,"Knight, Mr. Robert J",male,Young Adults (19-30),0,0,239855,0.0,UNK,S,True,UNK,0,Knight,Mr,0,-1,-1
734,No,Second,"Berriman, Mr. William John",male,Young Adults (19-30),0,0,28425,13.0,UNK,S,True,UNK,0,Berriman,Mr,0,-1,-1
735,No,Second,"Troupiansky, Mr. Moses Aaron",male,Young Adults (19-30),0,0,233639,13.0,UNK,S,True,UNK,0,Troupiansky,Mr,0,-1,-1
736,No,Third,"Williams, Mr. Leslie",male,Young Adults (19-30),0,0,54636,16.1,UNK,S,True,UNK,0,Williams,Mr,0,-1,-1
737,No,Third,"Ford, Mrs. Edward (Margaret Ann Watson)",female,Middle Age (46-60),1,3,W./C. 6608,34.375,UNK,S,False,UNK,0,Ford,Mrs,4,-1,-1
739,No,Third,"Ivanoff, Mr. Kanio",male,Young Adults (19-30),0,0,349201,7.8958,UNK,S,True,UNK,0,Ivanoff,Mr,0,-1,-1
740,No,Third,"Nankoff, Mr. Minko",male,Young Adults (19-30),0,0,349218,7.8958,UNK,S,True,UNK,0,Nankoff,Mr,0,-1,-1
741,Yes,First,"Hawksford, Mr. Walter James",male,Adults (31-45),0,0,16988,30.0,D45,S,True,D,1,Hawksford,Mr,0,-1,-1
742,No,First,"Cavendish, Mr. Tyrell William",male,Adults (31-45),1,0,19877,78.85,C46,S,False,C,1,Cavendish,Mr,1,-1,-1
743,Yes,First,"Ryerson, Miss. Susan Parker ""Suzette""",female,Young Adults (19-30),2,2,PC 17608,262.375,B57 B59 B63 B66,C,False,B,1,Ryerson,Miss,4,-1,-1
744,No,Third,"McNamee, Mr. Neal",male,Young Adults (19-30),1,0,376566,16.1,UNK,S,False,UNK,0,McNamee,Mr,1,-1,-1
745,Yes,Third,"Stranden, Mr. Juho",male,Adults (31-45),0,0,STON/O 2. 3101288,7.925,UNK,S,True,UNK,0,Stranden,Mr,0,-1,-1
746,No,First,"Crosby, Capt. Edward Gifford",male,Elderly (60+),1,1,WE/P 5735,71.0,B22,S,False,B,1,Crosby,Capt,2,-1,-1
747,No,Third,"Abbott, Mr. Rossmore Edward",male,Teens (13-18),1,1,C.A. 2673,20.25,UNK,S,False,UNK,0,Abbott,Mr,2,-1,-1
748,Yes,Second,"Sinkkonen, Miss. Anna",female,Young Adults (19-30),0,0,250648,13.0,UNK,S,True,UNK,0,Sinkkonen,Miss,0,-1,-1
749,No,First,"Marvin, Mr. Daniel Warner",male,Young Adults (19-30),1,0,113773,53.1,D30,S,False,D,1,Marvin,Mr,1,-1,-1
750,No,Third,"Connaghton, Mr. Michael",male,Adults (31-45),0,0,335097,7.75,UNK,Q,True,UNK,0,Connaghton,Mr,0,-1,-1
751,Yes,Second,"Wells, Miss. Joan",female,Infants (0-12),1,1,29103,23.0,UNK,S,False,UNK,0,Wells,Miss,2,-1,-1
752,Yes,Third,"Moor, Master. Meier",male,Infants (0-12),0,1,392096,12.475,E121,S,False,E,1,Moor,Master,1,32,1
753,No,Third,"Vande Velde, Mr. Johannes Joseph",male,Adults (31-45),0,0,345780,9.5,UNK,S,True,UNK,0,Vande Velde,Mr,0,-1,-1
754,No,Third,"Jonkoff, Mr. Lalio",male,Young Adults (19-30),0,0,349204,7.8958,UNK,S,True,UNK,0,Jonkoff,Mr,0,-1,-1
755,Yes,Second,"Herman, Mrs. Samuel (Jane Laver)",female,Middle Age (46-60),1,2,220845,65.0,UNK,S,False,UNK,0,Herman,Mrs,3,-1,-1
756,Yes,Second,"Hamalainen, Master. Viljo",male,Infants (0-12),1,1,250649,14.5,UNK,S,False,UNK,0,Hamalainen,Master,2,-1,-1
757,No,Third,"Carlsson, Mr. August Sigfrid",male,Young Adults (19-30),0,0,350042,7.7958,UNK,S,True,UNK,0,Carlsson,Mr,0,-1,-1
758,No,Second,"Bailey, Mr. Percy Andrew",male,Teens (13-18),0,0,29108,11.5,UNK,S,True,UNK,0,Bailey,Mr,0,-1,-1
759,No,Third,"Theobald, Mr. Thomas Leonard",male,Adults (31-45),0,0,363294,8.05,UNK,S,True,UNK,0,Theobald,Mr,0,-1,-1
760,Yes,First,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,Adults (31-45),0,0,110152,86.5,B77,S,True,B,1,Rothes,the Countess,0,-1,-1
761,No,Third,"Garfirth, Mr. John",male,Young Adults (19-30),0,0,358585,14.5,UNK,S,True,UNK,0,Garfirth,Mr,0,-1,-1
762,No,Third,"Nirva, Mr. Iisakki Antino Aijo",male,Adults (31-45),0,0,SOTON/O2 3101272,7.125,UNK,S,True,UNK,0,Nirva,Mr,0,-1,-1
763,Yes,Third,"Barah, Mr. Hanna Assi",male,Young Adults (19-30),0,0,2663,7.2292,UNK,C,True,UNK,0,Barah,Mr,0,-1,-1
764,Yes,First,"Carter, Mrs. William Ernest (Lucile Polk)",female,Adults (31-45),1,2,113760,120.0,B96 B98,S,False,B,1,Carter,Mrs,3,8,1
765,No,Third,"Eklund, Mr. Hans Linus",male,Teens (13-18),0,0,347074,7.775,UNK,S,True,UNK,0,Eklund,Mr,0,-1,-1
766,Yes,First,"Hogeboom, Mrs. John C (Anna Andrews)",female,Middle Age (46-60),1,0,13502,77.9583,D11,S,False,D,1,Hogeboom,Mrs,1,-1,-1
767,No,First,"Brewe, Dr. Arthur Jackson",male,Adults (31-45),0,0,112379,39.6,UNK,C,True,UNK,0,Brewe,Dr,0,-1,-1
768,No,Third,"Mangan, Miss. Mary",female,Adults (31-45),0,0,364850,7.75,UNK,Q,True,UNK,0,Mangan,Miss,0,-1,-1
769,No,Third,"Moran, Mr. Daniel J",male,Young Adults (19-30),1,0,371110,24.15,UNK,Q,False,UNK,0,Moran,Mr,1,33,0
770,No,Third,"Gronnestad, Mr. Daniel Danielsen",male,Adults (31-45),0,0,8471,8.3625,UNK,S,True,UNK,0,Gronnestad,Mr,0,-1,-1
771,No,Third,"Lievens, Mr. Rene Aime",male,Young Adults (19-30),0,0,345781,9.5,UNK,S,True,UNK,0,Lievens,Mr,0,-1,-1
772,No,Third,"Jensen, Mr. Niels Peder",male,Middle Age (46-60),0,0,350047,7.8542,UNK,S,True,UNK,0,Jensen,Mr,0,-1,-1
773,No,Second,"Mack, Mrs. (Mary)",female,Middle Age (46-60),0,0,S.O./P.P. 3,10.5,E77,S,True,E,1,Mack,Mrs,0,-1,-1
774,No,Third,"Elias, Mr. Dibo",male,Young Adults (19-30),0,0,2674,7.225,UNK,C,True,UNK,0,Elias,Mr,0,-1,-1
775,Yes,Second,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,Middle Age (46-60),1,3,29105,23.0,UNK,S,False,UNK,0,Hocking,Mrs,4,-1,-1
776,No,Third,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,Teens (13-18),0,0,347078,7.75,UNK,S,True,UNK,0,Myhrman,Mr,0,-1,-1
777,No,Third,"Tobin, Mr. Roger",male,Young Adults (19-30),0,0,383121,7.75,F38,Q,True,F,1,Tobin,Mr,0,-1,-1
778,Yes,Third,"Emanuel, Miss. Virginia Ethel",female,Infants (0-12),0,0,364516,12.475,UNK,S,True,UNK,0,Emanuel,Miss,0,-1,-1
779,No,Third,"Kilgannon, Mr. Thomas J",male,Young Adults (19-30),0,0,36865,7.7375,UNK,Q,True,UNK,0,Kilgannon,Mr,0,-1,-1
780,Yes,First,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,Adults (31-45),0,1,24160,211.3375,B3,S,False,B,1,Robert,Mrs,1,-1,-1
781,Yes,Third,"Ayoub, Miss. Banoura",female,Teens (13-18),0,0,2687,7.2292,UNK,C,True,UNK,0,Ayoub,Miss,0,-1,-1
782,Yes,First,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,Teens (13-18),1,0,17474,57.0,B20,S,False,B,1,Dick,Mrs,1,12,1
783,No,First,"Long, Mr. Milton Clyde",male,Young Adults (19-30),0,0,113501,30.0,D6,S,True,D,1,Long,Mr,0,-1,-1
784,No,Third,"Johnston, Mr. Andrew G",male,Young Adults (19-30),1,2,W./C. 6607,23.45,UNK,S,False,UNK,0,Johnston,Mr,3,-1,-1
785,No,Third,"Ali, Mr. William",male,Young Adults (19-30),0,0,SOTON/O.Q. 3101312,7.05,UNK,S,True,UNK,0,Ali,Mr,0,-1,-1
786,No,Third,"Harmer, Mr. Abraham (David Lishin)",male,Young Adults (19-30),0,0,374887,7.25,UNK,S,True,UNK,0,Harmer,Mr,0,-1,-1
787,Yes,Third,"Sjoblom, Miss. Anna Sofia",female,Teens (13-18),0,0,3101265,7.4958,UNK,S,True,UNK,0,Sjoblom,Miss,0,-1,-1
788,No,Third,"Rice, Master. George Hugh",male,Infants (0-12),4,1,382652,29.125,UNK,Q,False,UNK,0,Rice,Master,5,-1,-1
789,Yes,Third,"Dean, Master. Bertram Vere",male,Infants (0-12),1,2,C.A. 2315,20.575,UNK,S,False,UNK,0,Dean,Master,3,-1,-1
790,No,First,"Guggenheim, Mr. Benjamin",male,Middle Age (46-60),0,0,PC 17593,79.2,B82 B84,C,True,B,1,Guggenheim,Mr,0,-1,-1
791,No,Third,"Keane, Mr. Andrew ""Andy""",male,Young Adults (19-30),0,0,12460,7.75,UNK,Q,True,UNK,0,Keane,Mr,0,-1,-1
792,No,Second,"Gaskell, Mr. Alfred",male,Teens (13-18),0,0,239865,26.0,UNK,S,True,UNK,0,Gaskell,Mr,0,-1,-1
793,No,Third,"Sage, Miss. Stella Anna",female,Young Adults (19-30),8,2,CA. 2343,69.55,UNK,S,False,UNK,0,Sage,Miss,10,-1,-1
794,No,First,"Hoyt, Mr. William Fisher",male,Adults (31-45),0,0,PC 17600,30.6958,UNK,C,True,UNK,0,Hoyt,Mr,0,-1,-1
795,No,Third,"Dantcheff, Mr. Ristiu",male,Young Adults (19-30),0,0,349203,7.8958,UNK,S,True,UNK,0,Dantcheff,Mr,0,-1,-1
796,No,Second,"Otter, Mr. Richard",male,Adults (31-45),0,0,28213,13.0,UNK,S,True,UNK,0,Otter,Mr,0,-1,-1
797,Yes,First,"Leader, Dr. Alice (Farnham)",female,Middle Age (46-60),0,0,17465,25.9292,D17,S,True,D,1,Leader,Dr,0,-1,-1
798,Yes,Third,"Osman, Mrs. Mara",female,Adults (31-45),0,0,349244,8.6833,UNK,S,True,UNK,0,Osman,Mrs,0,-1,-1
799,No,Third,"Ibrahim Shawah, Mr. Yousseff",male,Young Adults (19-30),0,0,2685,7.2292,UNK,C,True,UNK,0,Ibrahim Shawah,Mr,0,-1,-1
800,No,Third,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,Young Adults (19-30),1,1,345773,24.15,UNK,S,False,UNK,0,Van Impe,Mrs,2,50,0
801,No,Second,"Ponesell, Mr. Martin",male,Adults (31-45),0,0,250647,13.0,UNK,S,True,UNK,0,Ponesell,Mr,0,-1,-1
802,Yes,Second,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,Adults (31-45),1,1,C.A. 31921,26.25,UNK,S,False,UNK,0,Collyer,Mrs,2,11,0
803,Yes,First,"Carter, Master. William Thornton II",male,Infants (0-12),1,2,113760,120.0,B96 B98,S,False,B,1,Carter,Master,3,8,1
804,Yes,Third,"Thomas, Master. Assad Alexander",male,Infants (0-12),0,1,2625,8.5167,UNK,C,False,UNK,0,Thomas,Master,1,-1,-1
805,Yes,Third,"Hedman, Mr. Oskar Arvid",male,Young Adults (19-30),0,0,347089,6.975,UNK,S,True,UNK,0,Hedman,Mr,0,-1,-1
806,No,Third,"Johansson, Mr. Karl Johan",male,Adults (31-45),0,0,347063,7.775,UNK,S,True,UNK,0,Johansson,Mr,0,-1,-1
807,No,First,"Andrews, Mr. Thomas Jr",male,Adults (31-45),0,0,112050,0.0,A36,S,True,A,1,Andrews,Mr,0,-1,-1
808,No,Third,"Pettersson, Miss. Ellen Natalia",female,Teens (13-18),0,0,347087,7.775,UNK,S,True,UNK,0,Pettersson,Miss,0,-1,-1
809,No,Second,"Meyer, Mr. August",male,Adults (31-45),0,0,248723,13.0,UNK,S,True,UNK,0,Meyer,Mr,0,-1,-1
810,Yes,First,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,Adults (31-45),1,0,113806,53.1,E8,S,False,E,1,Chambers,Mrs,1,10,1
811,No,Third,"Alexander, Mr. William",male,Young Adults (19-30),0,0,3474,7.8875,UNK,S,True,UNK,0,Alexander,Mr,0,-1,-1
812,No,Third,"Lester, Mr. James",male,Adults (31-45),0,0,A/4 48871,24.15,UNK,S,True,UNK,0,Lester,Mr,0,-1,-1
813,No,Second,"Slemen, Mr. Richard James",male,Adults (31-45),0,0,28206,10.5,UNK,S,True,UNK,0,Slemen,Mr,0,-1,-1
814,No,Third,"Andersson, Miss. Ebba Iris Alfrida",female,Infants (0-12),4,2,347082,31.275,UNK,S,False,UNK,0,Andersson,Miss,6,1,0
815,No,Third,"Tomlin, Mr. Ernest Portage",male,Adults (31-45),0,0,364499,8.05,UNK,S,True,UNK,0,Tomlin,Mr,0,-1,-1
816,No,First,"Fry, Mr. Richard",male,Adults (31-45),0,0,112058,0.0,B102,S,True,B,1,Fry,Mr,0,-1,-1
817,No,Third,"Heininen, Miss. Wendla Maria",female,Young Adults (19-30),0,0,STON/O2. 3101290,7.925,UNK,S,True,UNK,0,Heininen,Miss,0,-1,-1
818,No,Second,"Mallet, Mr. Albert",male,Adults (31-45),1,1,S.C./PARIS 2079,37.0042,UNK,C,False,UNK,0,Mallet,Mr,2,-1,-1
819,No,Third,"Holm, Mr. John Fredrik Alexander",male,Adults (31-45),0,0,C 7075,6.45,UNK,S,True,UNK,0,Holm,Mr,0,-1,-1
820,No,Third,"Skoog, Master. Karl Thorsten",male,Infants (0-12),3,2,347088,27.9,UNK,S,False,UNK,0,Skoog,Master,5,44,0
821,Yes,First,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,Middle Age (46-60),1,1,12749,93.5,B69,S,False,B,1,Hays,Mrs,2,-1,-1
822,Yes,Third,"Lulic, Mr. Nikola",male,Young Adults (19-30),0,0,315098,8.6625,UNK,S,True,UNK,0,Lulic,Mr,0,-1,-1
823,No,First,"Reuchlin, Jonkheer. John George",male,Adults (31-45),0,0,19972,0.0,UNK,S,True,UNK,0,Reuchlin,Jonkheer,0,-1,-1
824,Yes,Third,"Moor, Mrs. (Beila)",female,Young Adults (19-30),0,1,392096,12.475,E121,S,False,E,1,Moor,Mrs,1,32,1
825,No,Third,"Panula, Master. Urho Abraham",male,Infants (0-12),4,1,3101295,39.6875,UNK,S,False,UNK,0,Panula,Master,5,40,0
826,No,Third,"Flynn, Mr. John",male,Young Adults (19-30),0,0,368323,6.95,UNK,Q,True,UNK,0,Flynn,Mr,0,-1,-1
827,No,Third,"Lam, Mr. Len",male,Young Adults (19-30),0,0,1601,56.4958,UNK,S,True,UNK,0,Lam,Mr,0,-1,-1
828,Yes,Second,"Mallet, Master. Andre",male,Infants (0-12),0,2,S.C./PARIS 2079,37.0042,UNK,C,False,UNK,0,Mallet,Master,2,-1,-1
829,Yes,Third,"McCormack, Mr. Thomas Joseph",male,Young Adults (19-30),0,0,367228,7.75,UNK,Q,True,UNK,0,McCormack,Mr,0,-1,-1
830,Yes,First,"Stone, Mrs. George Nelson (Martha Evelyn)",female,Elderly (60+),0,0,113572,80.0,B28,S,True,B,1,Stone,Mrs,0,-1,-1
831,Yes,Third,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,Teens (13-18),1,0,2659,14.4542,UNK,C,False,UNK,0,Yasbeck,Mrs,1,52,0
832,Yes,Second,"Richards, Master. George Sibley",male,Infants (0-12),1,1,29106,18.75,UNK,S,False,UNK,0,Richards,Master,2,-1,-1
833,No,Third,"Saad, Mr. Amin",male,Young Adults (19-30),0,0,2671,7.2292,UNK,C,True,UNK,0,Saad,Mr,0,-1,-1
834,No,Third,"Augustsson, Mr. Albert",male,Young Adults (19-30),0,0,347468,7.8542,UNK,S,True,UNK,0,Augustsson,Mr,0,-1,-1
835,No,Third,"Allum, Mr. Owen George",male,Teens (13-18),0,0,2223,8.3,UNK,S,True,UNK,0,Allum,Mr,0,-1,-1
836,Yes,First,"Compton, Miss. Sara Rebecca",female,Adults (31-45),1,1,PC 17756,83.1583,E49,C,False,E,1,Compton,Miss,2,-1,-1
837,No,Third,"Pasic, Mr. Jakob",male,Young Adults (19-30),0,0,315097,8.6625,UNK,S,True,UNK,0,Pasic,Mr,0,-1,-1
838,No,Third,"Sirota, Mr. Maurice",male,Young Adults (19-30),0,0,392092,8.05,UNK,S,True,UNK,0,Sirota,Mr,0,-1,-1
839,Yes,Third,"Chip, Mr. Chang",male,Adults (31-45),0,0,1601,56.4958,UNK,S,True,UNK,0,Chip,Mr,0,-1,-1
840,Yes,First,"Marechal, Mr. Pierre",male,Adults (31-45),0,0,11774,29.7,C47,C,True,C,1,Marechal,Mr,0,-1,-1
841,No,Third,"Alhomaki, Mr. Ilmari Rudolf",male,Young Adults (19-30),0,0,SOTON/O2 3101287,7.925,UNK,S,True,UNK,0,Alhomaki,Mr,0,-1,-1
842,No,Second,"Mudd, Mr. Thomas Charles",male,Teens (13-18),0,0,S.O./P.P. 3,10.5,UNK,S,True,UNK,0,Mudd,Mr,0,-1,-1
843,Yes,First,"Serepeca, Miss. Augusta",female,Young Adults (19-30),0,0,113798,31.0,UNK,C,True,UNK,0,Serepeca,Miss,0,-1,-1
844,No,Third,"Lemberopolous, Mr. Peter L",male,Adults (31-45),0,0,2683,6.4375,UNK,C,True,UNK,0,Lemberopolous,Mr,0,-1,-1
845,No,Third,"Culumovic, Mr. Jeso",male,Teens (13-18),0,0,315090,8.6625,UNK,S,True,UNK,0,Culumovic,Mr,0,-1,-1
846,No,Third,"Abbing, Mr. Anthony",male,Adults (31-45),0,0,C.A. 5547,7.55,UNK,S,True,UNK,0,Abbing,Mr,0,-1,-1
847,No,Third,"Sage, Mr. Douglas Bullen",male,Young Adults (19-30),8,2,CA. 2343,69.55,UNK,S,False,UNK,0,Sage,Mr,10,-1,-1
848,No,Third,"Markoff, Mr. Marin",male,Adults (31-45),0,0,349213,7.8958,UNK,C,True,UNK,0,Markoff,Mr,0,-1,-1
849,No,Second,"Harper, Rev. John",male,Young Adults (19-30),0,1,248727,33.0,UNK,S,False,UNK,0,Harper,Rev,1,19,0
850,Yes,First,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,Adults (31-45),1,0,17453,89.1042,C92,C,False,C,1,Goldenberg,Mrs,1,15,1
851,No,Third,"Andersson, Master. Sigvard Harald Elias",male,Infants (0-12),4,2,347082,31.275,UNK,S,False,UNK,0,Andersson,Master,6,1,0
852,No,Third,"Svensson, Mr. Johan",male,Elderly (60+),0,0,347060,7.775,UNK,S,True,UNK,0,Svensson,Mr,0,-1,-1
853,No,Third,"Boulos, Miss. Nourelain",female,Infants (0-12),1,1,2678,15.2458,UNK,C,False,UNK,0,Boulos,Miss,2,-1,-1
854,Yes,First,"Lines, Miss. Mary Conover",female,Teens (13-18),0,1,PC 17592,39.4,D28,S,False,D,1,Lines,Miss,1,-1,-1
855,No,Second,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,Adults (31-45),1,0,244252,26.0,UNK,S,False,UNK,0,Carter,Mrs,1,9,0
856,Yes,Third,"Aks, Mrs. Sam (Leah Rosen)",female,Teens (13-18),0,1,392091,9.35,UNK,S,False,UNK,0,Aks,Mrs,1,-1,-1
857,Yes,First,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,Adults (31-45),1,1,36928,164.8667,UNK,S,False,UNK,0,Wick,Mrs,2,-1,-1
858,Yes,First,"Daly, Mr. Peter Denis ",male,Middle Age (46-60),0,0,113055,26.55,E17,S,True,E,1,Daly,Mr,0,-1,-1
859,Yes,Third,"Baclini, Mrs. Solomon (Latifa Qurban)",female,Young Adults (19-30),0,3,2666,19.2583,UNK,C,False,UNK,0,Baclini,Mrs,3,3,1
860,No,Third,"Razi, Mr. Raihed",male,Young Adults (19-30),0,0,2629,7.2292,UNK,C,True,UNK,0,Razi,Mr,0,-1,-1
861,No,Third,"Hansen, Mr. Claus Peter",male,Adults (31-45),2,0,350026,14.1083,UNK,S,False,UNK,0,Hansen,Mr,2,-1,-1
862,No,Second,"Giles, Mr. Frederick Edward",male,Young Adults (19-30),1,0,28134,11.5,UNK,S,False,UNK,0,Giles,Mr,1,-1,-1
